id,nombre,codigo_nif,localidad,codigo_primario_cnae_2009,sector,actividad,literal_codigo_cnae_2009_primario,fecha_constitucion,año,antiguedad,segmentacion_de_antiguedad,nombre_marca,marca_sn,nombre_auditor,auditor_sn,no_of_companies_in_corporate_group,grupos_corporativos,numero_de_participadas,participadas,remuneracion_consejo,consejo,importador_exportador,importacion_percent,importacion_euros,exportacion_percent,exportacion_euros,total_activo,fondos_propios,gastos_de_personal,coste_por_persona,personal_porcentaje,rendimiento,ebitda,inmovilizado,ingresos_de_explotacion,ingresos_de_explotacion_mil_eur_ano_1,ingresos_de_explotacion_mil_eur_ano_2,numero_empleados,valor_agregado,segmentacion_tamano_1,segmentacion_tamano_2,crecimiento,crece,capitalizacion,rotacion_de_activos,inmovilizado_tactivo,va_porcentaje,productividad_va_pax,productividad_ventas_pax,ultimo_ano_disponible,ult_año_disp,materiales,resultado_explotacion,resultado_del_ejercicio,deudores,deudores_sin_iva,existencias,acreedores_comerciales,acreedores_comerciales_sin_iva,deudas_financieras,dotaciones_para_amortiz_de_inmovil,cash_flow,fondo_de_maniobra,margen,coste,rotacion_stocks,competitividad,nofs_ventas,segmentacion_tamano_2_grp,segmentacion_tamano_1_grp,localidad_grp,sector_grp,inmovilizado_empleado,ebitda_porc,clientes_proveedores_sin_iva
297,JOPI SL,B03173283,ONIL,3240,Juguete,Industria,Fabricación de juegos y juguetes,1985-03-25,1985,40,Entre 25 y 50 años,FRIO TERAPIA,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,2626.23768,406.42581,717.46979,27.5949919230769,0.233711331426551,0.0751784354872252,197.43644,1405.80634,3069.89732,2699.67726,2899.90687,26,914.90623,De 1 a 5M€,De 1 - 5M€,0.137134932936391,Crece,0.154755913029166,1.16893354450691,0.535292883315877,0.298025026452676,35.1887011538462,118.072973846154,2024-12-31,2024,1556.96815,107.47887,23.44615,945.45975,781.371694214876,206.71154,637.81358,527.118661157025,519.82861,89.95757,113.40372,514.35771,0.507172712213059,0.49282728778694096,7.53208142128882,3.82006616304464,0.150156348896337,De 1 - 5M€,De 1 a 5M€,,Juguete,54.06947461538462,0.0643136950261255,1.4823449666907367
298,URDIDOS PUIG SL,B53379970,BANYERES DE MARIOLA,1310,Textil,Industria,Preparación e hilado de fibras textiles,1999-07-01,1999,26,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Importador,0.0,0.0,0.0,0.0,2516.84922,1499.11975,352.20985,50.3156928571429,0.115321509061874,0.0279478959013683,70.34064,72.85983,3054.15575,2874.84526,3374.414239,7,433.076629,De 1 a 5M€,De 1 - 5M€,0.0623722231227151,Crece,0.59563351594022,1.21348379780971,0.0289488259451633,0.141799130250643,61.8680898571429,436.307964285714,2024-12-31,2024,2452.74876,41.89964,24.438579,851.79705,703.964504132231,305.84645,0.0,0.0,551.07475,28.441,52.87958,1157.6435,0.803085684153469,0.19691431584653096,8.01954300924533,6.44038018417795,0.330635054918935,De 1 - 5M€,De 1 a 5M€,L'Alcoià,Textil,10.408547142857143,0.023031124067592165,
299,FULGENCIO TORREGROSA SOCIEDAD ANONIMA,A03115318,IBI,1812,Artes gráficas,Industria,Otras actividades de impresión y artes gráficas,1982-12-22,1982,43,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,Importador,0.0,0.0,0.0,0.0,6198.06923,2799.50266,1011.87138,40.4748552,0.33630232753318,0.0653391814405403,404.97677,5453.50746,3008.81468,2620.94391,2424.46237,25,1420.68246,De 1 a 5M€,De 1 - 5M€,0.147988962495577,Crece,0.451673344732873,0.485443864588779,0.879871982326987,0.472173467327007,56.8272984,120.3525872,2024-12-31,2024,1123.77642,96.91509,0.54444,303.64319,250.944785123967,440.91858,273.38622,225.939024793388,143.80461,308.06168,308.60612,471.17555,0.373494727830828,0.626505272169172,2.54871640927447,0.951932141599935,0.154853119877286,De 1 - 5M€,De 1 a 5M€,,Otros,218.1402984,0.13459678081602552,1.11067481747983
300,LLUNAGRAPHICS SL,B97733521,ONTINYENT,1812,Artes gráficas,Industria,Otras actividades de impresión y artes gráficas,2006-04-27,2006,19,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,2475.67713,716.14029,798.42116,53.2280773333333,0.26566637763126,0.146718603002969,363.22789,1215.06205,3005.35268,3193.99177,2100.742279,15,1163.23373,De 1 a 5M€,De 1 - 5M€,-0.0590606061580429,Decrece,0.289270471226593,1.21395178861631,0.490799884716793,0.387053984625858,77.5489153333333,200.356845333333,2024-12-31,2024,1514.15896,143.82866,65.76184,612.07564,505.847636363636,507.39522,488.11835,403.403595041322,272.30248,219.39923,285.16107,631.352509,0.503820722964201,0.496179277035799,2.98418057623799,1.50349201537595,0.202917702597991,De 1 - 5M€,De 1 a 5M€,La Vall d'Albaida,Otros,81.00413666666667,0.12086032112543943,1.253949252266382
301,PLASGIMENG SL,B46435384,L'OLLERIA,2229,Plástico,Industria,Fabricación de otros productos de plástico,1987-11-20,1987,38,Entre 25 y 50 años,PLASGIMENG,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Exportador,0.0,0.0,0.0,0.0,3359.10426,2630.20928,480.21984,32.014656,0.160181276352267,0.227799062122591,765.2008,2048.63977,2997.97736,3383.64548,2815.02139,15,1254.71527,De 1 a 5M€,De 1 - 5M€,-0.113980061528195,Decrece,0.783009122795135,0.892493095763571,0.609876803883426,0.418520595499093,83.6476846666667,199.865157333333,2024-12-31,2024,1319.63695,484.24145,369.40763,438.06675,362.038636363636,171.15023,275.53239,227.712719008264,51.07644,280.95935,650.36698,333.684589,0.440175755696834,0.559824244303166,7.71040126560157,3.393931703812,0.101894080799654,De 1 - 5M€,De 1 a 5M€,,Plástico,136.57598466666667,0.2552390188830512,1.589892026850275
302,RAMON ESPI SL,B46016408,AGULLENT,1439,Textil,Industria,Confección de otras prendas de vestir de punto,1964-02-17,1964,61,Mayor de 50 años,LIDER PUNT,Sí,Medal Auditores VLC S.L.P.,Sí,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Exportador,0.0,0.0,17.0,251.3927122,5032.88244,4039.06617,1539.99389,26.1015913559322,0.517960577964904,-0.00897953221414804,-45.19293,338.10407,2973.18745,2869.43055,2974.82397,59,1494.40679,De 1 a 5M€,De 1 - 5M€,0.0361594045201756,Se mantiene,0.802535369771125,0.590752413839414,0.0671790120335098,0.502627841376096,25.3289286440678,50.3930076271186,2024-12-31,2024,787.59947,-115.82327,-120.66677,754.70176,623.720462809917,3649.14366,134.97268,111.547669421488,0.0,70.63034,-50.03643,4268.87274,0.264900711187921,0.735099288812079,0.215831313695115,0.0571738684944591,1.39961456294605,De 1 - 5M€,De 1 a 5M€,La Vall d'Albaida,Textil,5.730577457627119,-0.01520016169851652,5.591514964361654
303,ITALUX SL,B03352226,CASTALLA,2223,Plástico,Industria,Fabricación de productos de plástico para la construcción,1988-10-06,1988,37,Entre 25 y 50 años,ITALUX,Sí,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,1694.6597,620.86696,608.55733,20.2852443333333,0.205100665213776,0.14354026357032,243.2519,752.66465,2967.11534,3193.36436,3719.6899,30,853.66891,De 1 a 5M€,De 1 - 5M€,-0.0708497354182284,Decrece,0.366366746078874,1.75086204032585,0.444139109462507,0.287710052417443,28.4556303333333,98.9038446666667,2024-12-31,2024,1612.95207,136.301,75.39641,685.95287,566.903198347107,50.2774,551.78016,456.016661157025,0.0,106.9509,182.34731,184.45011,0.543609494466097,0.45639050553390303,32.08105570296,17.4395664726248,0.0543167078870896,De 1 - 5M€,De 1 a 5M€,,Plástico,25.088821666666668,0.08198262356730629,1.2431633460688387
304,MANIQUIES SEMPERE SOCIEDAD LIMITADA.,B54678164,CASTALLA,2229,Plástico,Industria,Fabricación de otros productos de plástico,2012-12-28,2012,13,Entre 10 y 25 años,"MANIQUIES SEMPERE, S.L",Sí,Sin auditor,No,4.0,Grupo Corporativo,0,No participadas,,No consejo,Importador / Exportador,0.0,0.0,0.0,0.0,2229.72961,1558.13185,878.97654,38.2163713043478,0.296443853754389,0.23746235266616,529.476839,299.49296,2965.069199,1873.42718,2051.11577,23,1412.485299,De 1 a 5M€,De 1 - 5M€,0.582697865523655,Crece,0.698798564190032,1.32978868186623,0.134318062000352,0.476375154912531,61.4124043043478,128.916052130435,2024-12-31,2024,1074.89277,440.32668,353.676439,718.33139,593.662305785124,468.17746,107.86481,89.1444710743802,0.0,89.15016,442.8266,1078.64404,0.362518611829538,0.637481388170462,2.29590884191648,0.832309686258725,0.328051465051404,De 1 - 5M€,De 1 a 5M€,,Plástico,13.02143304347826,0.17857149478284404,6.65955273086746
305,PINTURAS UREÑA SL,B46861779,CASTELLO DE RUGAT,2030,Artes gráficas,Industria,"Fabricación de pinturas, barnices y revestimientos similares; tintas de imprenta y masillas",1991-01-29,1991,34,Entre 25 y 50 años,UREÑACOLOR,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Importador / Exportador,0.0,0.0,0.0,0.0,3778.49503,2849.84502,393.64819,30.28063,0.132931648167195,0.0742728037940545,280.63942,160.7401,2961.2827,2982.66223,2860.55794,13,674.473619,De 1 a 5M€,De 1 - 5M€,-0.00716793533808879,Se mantiene,0.754227542281563,0.783720152200385,0.0425407731712697,0.227764008819556,51.8825860769231,227.790976923077,2024-12-31,2024,1953.34688,244.22683,188.71581,977.17966,807.586495867769,649.7334,541.61359,447.614537190083,6.40879,36.41259,225.1284,1085.29947,0.659628639980911,0.34037136001908896,3.00638212534556,1.98309575260462,0.340968918191325,De 1 - 5M€,De 1 a 5M€,,Otros,12.364623076923078,0.09476954699394284,1.8042007771629212
306,CREALBER SL,B54368485,ONIL,3109,Mueble,Industria,Fabricación de otros muebles,2008-08-28,2008,17,Entre 10 y 25 años,BAINBA,Sí,Sin auditor,No,3.0,Grupo Corporativo,2,Participadas,,No consejo,Importador,0.0,0.0,0.0,0.0,1780.33461,1349.14521,676.4123,32.2101095238095,0.23001504119352,0.219651663683604,391.053459,615.47181,2940.73073,2543.06229,2743.72557,21,1069.04794,De 1 a 5M€,De 1 - 5M€,0.156373849576449,Crece,0.757804292755956,1.65178540791273,0.34570569293151,0.363531393437032,50.9070447619048,140.034796666667,2024-12-31,2024,887.20228,320.05731,271.90383,8.58024,7.09110743801653,335.77266,197.32463,163.07820661157,0.0,70.99615,342.89998,147.028269,0.301694497544153,0.698305502455847,2.64227075545698,0.797158547943203,0.0611363560057898,De 1 - 5M€,De 1 a 5M€,,Otros,29.30818142857143,0.13297832916514596,0.0434828637458994
307,TERMOENVAS SL,B97966535,L'OLLERIA,2229,Plástico,Industria,Fabricación de otros productos de plástico,2007-11-13,2007,18,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,Importador,0.0,0.0,0.0,0.0,2040.89423,627.03992,544.29603,30.2386683333333,0.186690002042146,0.130737656600656,266.821729,884.50411,2915.507119,3861.75987,4031.467199,18,811.11776,De 1 a 5M€,De 1 - 5M€,-0.245031483793424,Decrece,0.307237832702384,1.4285439569301,0.433390470215598,0.278208121912667,45.0620977777778,161.972617722222,2024-12-31,2024,1667.00763,136.48459,77.23944,567.18753,468.750024793388,431.17188,136.1286,112.502975206612,355.32588,130.33714,207.57658,862.23081,0.571772786674509,0.42822721332549096,3.86622529743823,2.21060241222774,0.270079577050341,De 1 - 5M€,De 1 a 5M€,,Plástico,49.13911722222222,0.09151811952752772,4.166556697123141
308,IBERFILTROS Y TUBOS SL.,B42578674,BENIMARFULL,1729,Papel y cartón,Industria,Fabricación de otros artículos de papel y cartón,2018-05-15,2018,7,Menor de 10 años,Sin marca,No,Sin auditor,No,4.0,Grupo Corporativo,0,No participadas,,No consejo,Importador / Exportador,0.0,0.0,0.0,0.0,6941.21829,2888.51505,412.43893,31.7260715384615,0.14204713926655,-0.0293060643681327,-203.41979,5818.18857,2903.53563,2302.98002,2527.97071,13,208.72387,De 1 a 5M€,De 1 - 5M€,0.260773261072408,Crece,0.416139491558909,0.41830346038577,0.838208557477883,0.0718861059748731,16.0556823076923,223.348894615385,2024-12-31,2024,2334.0344,-203.41979,-156.55822,413.34678,341.608909090909,627.80394,334.76675,276.66673553719,695.77313,,,706.38397,0.803859396758978,0.196140603241022,3.717775966809,2.98856914596411,0.23858708892569,De 1 - 5M€,De 1 a 5M€,,Papel y cartón,447.55296692307695,-0.07005934003296527,1.2347306893531094
309,NEXT DOOR UNIVERSAL SOCIEDAD LIMITADA.,B98358476,ONTINYENT,1512,Textil,Industria,"Fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería",2011-06-10,2011,14,Entre 10 y 25 años,NEXT DOOR UNIVERSAL,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Exportador,0.0,0.0,13.0,335.0635691,1615.31685,567.00962,198.8441,28.4063,0.0685905898210663,0.0776099685953254,125.36469,20.83843,2898.99971,3138.59359,1755.85162,7,321.58764,De 1 a 5M€,De 1 - 5M€,-0.0763379753158803,Decrece,0.351020680555645,1.79469415551506,0.0129005216530738,0.110930552662939,45.9410914285714,414.142815714286,2024-12-31,2024,2204.0936,119.70085,62.78374,1573.80689,1300.66685123967,,259.7772,214.691900826446,474.86691,5.66384,68.44758,1314.02969,0.760294522416492,0.23970547758350802,,,,De 1 - 5M€,De 1 a 5M€,La Vall d'Albaida,Textil,2.976918571428571,0.04324411953804576,6.058294915797086
310,EMBALAJES VIDAL ALBIÑANA SL,B96551304,L'OLLERIA,1721,Papel y Cartón,Industria,Fabricación de papel y cartón ondulados; fabricación de envases y embalajes de papel y cartón,1996-06-03,1996,29,Entre 25 y 50 años,YOUR BOX PACKAGING,Sí,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,Importador,0.0,0.0,0.0,0.0,1766.69843,318.45892,232.6452,77.5484,0.0807272154765326,0.0733759467935906,129.63317,486.97252,2881.86826,2748.61269,2733.08108,3,362.349869,De 1 a 5M€,De 1 - 5M€,0.0484810284420247,Se mantiene,0.180256525161456,1.63121685685768,0.275639866844734,0.125734362680409,120.783289666667,960.622753333333,2024-12-31,2024,2102.51342,97.54306,64.01917,1013.57415,837.66458677686,74.96491,662.67248,547.66320661157,0.0,32.09011,96.10928,425.86658,0.729566111394697,0.27043388860530304,28.0466343519922,20.4618739618918,0.126642253301783,De 1 - 5M€,De 1 a 5M€,,Papel y cartón,162.32417333333333,0.04498233725645738,1.529525037768282
311,JOSE ALONSO VALOR E HIJOS SL,B53554986,GAIANES,2829,Maquinaria,Industria,Fabricación de otra maquinaria de uso general n.c.o.p.,2001-04-26,2001,24,Entre 10 y 25 años,JOVAL,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,Importador,0.0,0.0,0.0,0.0,3527.12464,2746.89216,569.12983,29.9542015789474,0.197566427856285,0.158562111374664,559.26833,1096.66759,2880.70112,2068.62246,2290.30798,19,1187.96611,De 1 a 5M€,De 1 - 5M€,0.392569778054136,Crece,0.778790782964789,0.81672790559508,0.31092396836875,0.412387839110501,62.5245321052632,151.615848421053,2024-12-31,2024,1485.47663,541.30576,463.234399,377.22653,311.757462809917,226.5,294.02353,242.994652892562,0.0,17.96257,481.19697,309.703,0.515664960757887,0.48433503924211296,6.55839571743929,3.38193487026802,0.102496856708743,De 1 - 5M€,De 1 a 5M€,,Otros,57.71934684210527,0.1941431292948572,1.282980753275085
312,VISDELTEX SL,B46295788,ONTINYENT,2894,Textil,Industria,"Fabricación de maquinaria para las industrias textil, de la confección y del cuero",1986-01-16,1986,39,Entre 25 y 50 años,VISDELSOL ENERGÍA DE FUTURO,Sí,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,Importador / Exportador,0.0,0.0,0.0,0.0,3543.257,2717.4748,1167.58848,48.64952,0.411055451790255,0.0672840948313938,238.40484,552.21448,2840.46465,2868.89576,3822.1409,24,1422.67024,De 1 a 5M€,De 1 - 5M€,-0.00991012305027072,Se mantiene,0.766942618048874,0.801653577485347,0.155849400706751,0.500858280352125,59.2779266666667,118.35269375,2024-12-31,2024,920.15492,163.69713,259.99943,1269.2093,1048.93330578512,858.6281,301.84427,249.458074380165,11.054,74.70771,334.70714,1825.99313,0.323945210865412,0.676054789134588,1.07165712373029,0.347158192922229,0.583743695386231,De 1 - 5M€,De 1 a 5M€,La Vall d'Albaida,Textil,23.008936666666667,0.08393163421343759,4.204848082754715
314,YEBANE TEXTIL SL.,B40612848,ALBAIDA,1320,Textil,Industria,Fabricación de tejidos textiles,2019-09-25,2019,6,Menor de 10 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,720.42771,201.96271,205.94663,41.189326,0.0747203721638284,0.100402148606971,72.33249,16.74406,2756.23132,3139.79946,3012.66104,5,280.05433,De 1 a 5M€,De 1 - 5M€,-0.122163260707103,Decrece,0.280337231892427,3.82582635529108,0.0232418322721096,0.10160770178027,56.010866,551.246264,2024-12-31,2024,1887.53779,55.16423,28.537739,592.7903,489.909338842975,,223.36661,184.600504132231,269.35975,17.16826,45.706,369.42369,0.684825608178634,0.315174391821366,,,,De 1 - 5M€,De 1 a 5M€,La Vall d'Albaida,Textil,3.348812,0.02624325813117892,2.653889495838259
315,GRAFITEC IMPRESORES SL,B96727482,AIELO DE MALFERIT,1812,Artes gráficas,Industria,Otras actividades de impresión y artes gráficas,1998-02-09,1998,27,Entre 25 y 50 años,BABILOKI,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,2606.46369,675.97544,625.3822,28.4264636363636,0.227907810525304,0.116919299957714,304.74591,1467.54654,2744.0139,2590.50037,2717.907829,22,930.17952,De 1 a 5M€,De 1 - 5M€,0.0592601845488252,Crece,0.2593458111822,1.05277273208437,0.563041236918209,0.338984988377792,42.2808872727273,124.727904545455,2024-12-31,2024,1375.78891,86.66166,35.76846,681.50942,563.230925619835,180.90681,550.65402,455.085966942149,516.58974,218.08425,253.85271,311.762209,0.50137825832442,0.49862174167558004,7.60495920523943,3.81296120095121,0.105339032239482,De 1 - 5M€,De 1 a 5M€,La Vall d'Albaida,Otros,66.70666090909091,0.11105844252465338,1.2376363292508061
316,CARTONAJES IBI SL,B96797337,L'OLLERIA,1721,Papel y Cartón,Industria,Fabricación de papel y cartón ondulados; fabricación de envases y embalajes de papel y cartón,1998-09-14,1998,27,Entre 25 y 50 años,"CARTONAJES IBI, S.L.",Sí,Sin auditor,No,24.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,805.38713,132.95979,799.5945,49.97465625,0.293939338664142,0.00569753330922981,4.58872,,2720.27046,3378.31247,4558.16608,16,805.8747,De 1 a 5M€,De 1 - 5M€,-0.194784234982266,Decrece,0.165088049023083,3.37759365486757,,0.296248006163328,50.36716875,170.01690375,2024-12-31,2024,1840.22675,4.58872,4.02096,568.00512,469.425719008264,,551.63725,455.898553719008,9.7461,,,16.367869,0.676486686548072,0.323513313451928,,,,De 1 - 5M€,De 1 a 5M€,,Papel y cartón,,0.0016868616806580328,1.0296714371627365
317,IBERYARN SL,B03128402,COCENTAINA,1310,Textil,Industria,Preparación e hilado de fibras textiles,1983-07-27,1983,42,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,Importador / Exportador,25.0,495.54408775,0.0,0.0,2189.90034,875.3753,539.12135,29.9511861111111,0.200746559213261,0.0741920611784553,162.47322,926.08919,2685.58202,2641.15774,2733.86256,18,703.405669,De 1 a 5M€,De 1 - 5M€,0.0168200025796261,Se mantiene,0.399732939445089,1.226348967095,0.422891020693663,0.261919265083552,39.0780927222222,149.199001111111,2024-12-31,2024,1710.10759,104.54063,49.61626,594.66769,491.460900826446,545.49784,281.48232,232.630016528926,500.57908,57.93259,107.54885,858.683209,0.636773547508335,0.36322645249166496,3.13494841702765,1.99625222476633,0.29949884915357,De 1 - 5M€,De 1 a 5M€,El comtat,Textil,51.449399444444445,0.06049832728623943,2.1126289210633145
318,TINTAS GREIS SL.,B54393103,IBI,1812,Artes gráficas,Industria,Otras actividades de impresión y artes gráficas,2009-01-01,2009,16,Entre 10 y 25 años,Sin marca,No,Sin auditor,No,2.0,Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,2622.9506,1378.02181,879.54615,27.4858171875,0.327713913990756,0.314429242395949,824.73237,1312.76395,2683.88406,2135.1979,2126.07704,32,1713.2857,De 1 a 5M€,De 1 - 5M€,0.25697203992192,Crece,0.525370859062309,1.02323088357059,0.500491297853646,0.638360548257066,53.540178125,83.871376875,2024-12-31,2024,422.45143,449.44547,330.91765,622.18755,514.20458677686,56.59314,74.20382,61.3254710743802,0.0,375.2869,706.20455,604.57687,0.157403010173249,0.842596989826751,7.46471091725958,1.17496796844977,0.189826476968785,De 1 - 5M€,De 1 a 5M€,,Otros,41.0238734375,0.3072906100124161,8.384845281550199
319,VICENTE ANTON ESTEVE SL,B03959137,CASTALLA,2454,Metal,Industria,Fundición de otros metales no férreos,1994-08-01,1994,31,Entre 25 y 50 años,Sin marca,No,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,1643.26951,767.67466,887.44955,38.5847630434783,0.333124389592274,0.199477065085933,327.794579,610.31659,2664.01854,2478.59786,2544.55846,23,1215.26516,De 1 a 5M€,De 1 - 5M€,0.0748086984953664,Crece,0.46716296707775,1.62116957917633,0.371403830160519,0.45617744086721,52.8376156521739,115.826893043478,2024-12-31,2024,1005.49845,202.43024,151.63205,406.48034,335.934165289256,517.94263,534.23552,441.516958677686,0.0,125.36434,276.99639,390.187449,0.377436731352478,0.622563268647522,1.94133170694986,0.732729893942082,0.154788651212454,De 1 - 5M€,De 1 a 5M€,,Metal,26.535503913043478,0.12304515681035763,0.7608635607007181
321,TECHNOCOLOR TEXTIL SL,B98957640,ATZENETA D'ALBAIDA,1330,Textil,Industria,Acabado de textiles,2017-12-01,2017,8,Menor de 10 años,INDYECO,Sí,Sin auditor,No,0.0,No Grupo Corporativo,0,No participadas,,No consejo,No realiza actividad exterior,,,,,2607.86009,720.50058,991.02127,41.2925529166667,0.374720319445128,0.0703901373788806,183.56763,1510.0646,2644.69584,2705.92048,3443.8161,24,1174.5889,De 1 a 5M€,De 1 - 5M€,-0.0226261785786108,Se mantiene,0.276280381283798,1.01412489502073,0.579043563644551,0.444130051643292,48.9412041666667,110.19566,2024-12-31,2024,633.94616,64.81323,16.14803,792.88469,655.276603305785,245.10771,394.61827,326.130801652893,806.70746,118.7544,134.90243,643.374129,0.239704751832634,0.7602952481673659,2.58639828180027,0.619971958279286,0.217134047313695,De 1 - 5M€,De 1 a 5M€,,Textil,62.91935833333333,0.06940973219816461,2.0092447569647467
